country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations,people_unvaccinated
Afghanistan,2021-02-22,0.0,0.0,,,,39671218.610958900
Afghanistan,2021-02-23,,,,,,
Afghanistan,2021-02-24,,,,,,
Afghanistan,2021-02-25,,,,,,
Afghanistan,2021-02-26,,,,,,
Afghanistan,2021-02-27,,,,,,
Afghanistan,2021-02-28,8200.0,8200.0,,,,39678329.83835620
Afghanistan,2021-03-01,,,,,,
Afghanistan,2021-03-02,,,,,,
Afghanistan,2021-03-03,,,,,,
Afghanistan,2021-03-04,,,,,,
Afghanistan,2021-03-05,,,,,,
Afghanistan,2021-03-06,,,,,,
Afghanistan,2021-03-07,,,,,,
Afghanistan,2021-03-08,,,,,,
Afghanistan,2021-03-09,,,,,,
Afghanistan,2021-03-10,,,,,,
Afghanistan,2021-03-11,,,,,,
Afghanistan,2021-03-12,,,,,,
Afghanistan,2021-03-13,,,,,,
Afghanistan,2021-03-14,,,,,,
Afghanistan,2021-03-15,,,,,,
Afghanistan,2021-03-16,54000.0,54000.0,,,,39673359.77808220
Afghanistan,2021-03-17,,,,,,
Afghanistan,2021-03-18,,,,,,
Afghanistan,2021-03-19,,,,,,
Afghanistan,2021-03-20,,,,,,
Afghanistan,2021-03-21,,,,,,
Afghanistan,2021-03-22,,,,,,
Afghanistan,2021-03-23,,,,,,
Afghanistan,2021-03-24,,,,,,
Afghanistan,2021-03-25,,,,,,
Afghanistan,2021-03-26,,,,,,
Afghanistan,2021-03-27,,,,,,
Afghanistan,2021-03-28,,,,,,
Afghanistan,2021-03-29,,,,,,
Afghanistan,2021-03-30,,,,,,
Afghanistan,2021-03-31,,,,,,
Afghanistan,2021-04-01,,,,,,
Afghanistan,2021-04-02,,,,,,
Afghanistan,2021-04-03,,,,,,
Afghanistan,2021-04-04,,,,,,
Afghanistan,2021-04-05,,,,,,
Afghanistan,2021-04-06,,,,,,
Afghanistan,2021-04-07,120000.0,120000.0,,,,39663500.94520550
Afghanistan,2021-04-08,,,,,,
Afghanistan,2021-04-09,,,,,,
Afghanistan,2021-04-10,,,,,,
Afghanistan,2021-04-11,,,,,,
Afghanistan,2021-04-12,,,,,,
Afghanistan,2021-04-13,,,,,,
Afghanistan,2021-04-14,,,,,,
Afghanistan,2021-04-15,,,,,,
Afghanistan,2021-04-16,,,,,,
Afghanistan,2021-04-17,,,,,,
Afghanistan,2021-04-18,,,,,,
Afghanistan,2021-04-19,,,,,,
Afghanistan,2021-04-20,,,,,,
Afghanistan,2021-04-21,,,,,,
Afghanistan,2021-04-22,240000.0,240000.0,,,,39581779.01369860
Afghanistan,2021-04-23,,,,,,
Afghanistan,2021-04-24,,,,,,
Afghanistan,2021-04-25,,,,,,
Afghanistan,2021-04-26,,,,,,
Afghanistan,2021-04-27,,,,,,
Afghanistan,2021-04-28,,,,,,
Afghanistan,2021-04-29,,,,,,
Afghanistan,2021-04-30,,,,,,
Afghanistan,2021-05-01,,,,,,
Afghanistan,2021-05-02,,,,,,
Afghanistan,2021-05-03,,,,,,
Afghanistan,2021-05-04,,,,,,
Afghanistan,2021-05-05,,,,,,
Afghanistan,2021-05-06,,,,,,
Afghanistan,2021-05-07,,,,,,
Afghanistan,2021-05-08,,,,,,
Afghanistan,2021-05-09,,,,,,
Afghanistan,2021-05-10,,,,,,
Afghanistan,2021-05-11,504502.0,448878.0,55624.0,,,39421386.56712330
Afghanistan,2021-05-12,,,,,,
Afghanistan,2021-05-13,,,,,,
Afghanistan,2021-05-14,,,,,,
Afghanistan,2021-05-15,,,,,,
Afghanistan,2021-05-16,,,,,,
Afghanistan,2021-05-17,,,,,,
Afghanistan,2021-05-18,,,,,,
Afghanistan,2021-05-19,,,,,,
Afghanistan,2021-05-20,547901.0,470341.0,77560.0,,,39422890.40821920
Afghanistan,2021-05-21,,,,,,
Afghanistan,2021-05-22,,,,,,
Afghanistan,2021-05-23,,,,,,
Afghanistan,2021-05-24,573277.0,476367.0,96910.0,,,39427071.89315070
Afghanistan,2021-05-25,,,,,,
Afghanistan,2021-05-26,590454.0,479372.0,111082.0,,,39429170.63561640
Afghanistan,2021-05-27,593313.0,479574.0,113739.0,,2859.0,39431520.50684930
Afghanistan,2021-05-28,,,,,,
Afghanistan,2021-05-29,,,,,,
Afghanistan,2021-05-30,600152.0,480226.0,119926.0,,,39438524.12054790
Afghanistan,2021-05-31,,,,,,
Afghanistan,2021-06-01,,,,,,
Afghanistan,2021-06-02,626290.0,481690.0,144600.0,,,39444715.734246600
Afghanistan,2021-06-03,630305.0,481800.0,148505.0,,4015.0,39447157.60547950
Afghanistan,2021-06-04,,,,,,
Afghanistan,2021-06-05,,,,,,
Afghanistan,2021-06-06,,,,,,
Afghanistan,2021-06-07,,,,,,
Afghanistan,2021-06-08,641295.0,482952.0,158343.0,,,39458764.96164380
Afghanistan,2021-06-09,,,,,,
Afghanistan,2021-06-10,,,,,,
Afghanistan,2021-06-11,,,,,,
Afghanistan,2021-06-12,,,,,,
Afghanistan,2021-06-13,,,,,,
Afghanistan,2021-06-14,662003.0,484737.0,177266.0,,,39472291.18904110
Afghanistan,2021-06-15,,,,,,
Afghanistan,2021-06-16,,,,,,
Afghanistan,2021-06-17,,,,,,
Afghanistan,2021-06-18,,,,,,
Afghanistan,2021-06-19,,,,,,
Afghanistan,2021-06-20,,,,,,
Afghanistan,2021-06-21,,,,,,
Afghanistan,2021-06-22,765890.0,582128.0,183762.0,,,39395315.15890410
Afghanistan,2021-06-23,,,,,,
Afghanistan,2021-06-24,,,,,,
Afghanistan,2021-06-25,,,,,,
Afghanistan,2021-06-26,,,,,,
Afghanistan,2021-06-27,835694.0,649434.0,186260.0,,,39340768.515068500
Afghanistan,2021-06-28,,,,,,
Afghanistan,2021-06-29,,,,,,
Afghanistan,2021-06-30,886854.0,699200.0,187654.0,,,39298658.128767100
Afghanistan,2021-07-01,,,,,,
Afghanistan,2021-07-02,,,,,,
Afghanistan,2021-07-03,,,,,,
Afghanistan,2021-07-04,,,,,,
Afghanistan,2021-07-05,915671.0,726349.0,189322.0,,,39280400.035616400
Afghanistan,2021-07-06,,,,,,
Afghanistan,2021-07-07,934463.0,735213.0,199250.0,,,39274705.55342470
Afghanistan,2021-07-08,,,,,,
Afghanistan,2021-07-09,,,,,,
Afghanistan,2021-07-10,,,,,,
Afghanistan,2021-07-11,962093.0,742934.0,219159.0,,,39273323.5890411
Afghanistan,2021-07-12,,,,,,
Afghanistan,2021-07-13,,,,,,
Afghanistan,2021-07-14,1024168.0,,,,,
Afghanistan,2021-07-15,,,,,,
Afghanistan,2021-07-16,,,,,,
Afghanistan,2021-07-17,,,,,,
Afghanistan,2021-07-18,1094257.0,,,,,
Afghanistan,2021-07-19,,,,,,
Afghanistan,2021-07-20,,,,,,
Afghanistan,2021-07-21,,,,,,
Afghanistan,2021-07-22,,,,,,
Afghanistan,2021-07-23,,,,,,
Afghanistan,2021-07-24,1171064.0,,,,,
Afghanistan,2021-07-25,,,,,,
Afghanistan,2021-07-26,,,,,,
Afghanistan,2021-07-27,,,,,,
Afghanistan,2021-07-28,,,,,,
Afghanistan,2021-07-29,,,,,,
Afghanistan,2021-07-30,,,,,,
Afghanistan,2021-07-31,,,,,,
Afghanistan,2021-08-01,,,,,,
Afghanistan,2021-08-02,,,,,,
Afghanistan,2021-08-03,,,,,,
Afghanistan,2021-08-04,,,,,,
Afghanistan,2021-08-05,,,,,,
Afghanistan,2021-08-06,,,,,,
Afghanistan,2021-08-07,,,,,,
Afghanistan,2021-08-08,,,,,,
Afghanistan,2021-08-09,,,,,,
Afghanistan,2021-08-10,,,,,,
Afghanistan,2021-08-11,,,,,,
Afghanistan,2021-08-12,,,,,,
Afghanistan,2021-08-13,,,,,,
Afghanistan,2021-08-14,,,,,,
Afghanistan,2021-08-15,,,,,,
Afghanistan,2021-08-16,,,,,,
Afghanistan,2021-08-17,,,,,,
Afghanistan,2021-08-18,,,,,,
Afghanistan,2021-08-19,,,,,,
Afghanistan,2021-08-20,1201286.0,770542.0,430744.0,,,39309105.94520550
Afghanistan,2021-08-21,,,,,,
Afghanistan,2021-08-22,,,,,,
Afghanistan,2021-08-23,,,,,,
Afghanistan,2021-08-24,,,,,,
Afghanistan,2021-08-25,,,,,,
Afghanistan,2021-08-26,,,,,,
Afghanistan,2021-08-27,,,,,,
Afghanistan,2021-08-28,,,,,,
Afghanistan,2021-08-29,,,,,,
Afghanistan,2021-08-30,,,,,,
Afghanistan,2021-08-31,1979652.0,773002.0,,,,39324078.293150700
Afghanistan,2021-09-01,,,,,,
Afghanistan,2021-09-02,,,,,,
Afghanistan,2021-09-03,,,,,,
Afghanistan,2021-09-04,,,,,,
Afghanistan,2021-09-05,,,,,,
Afghanistan,2021-09-06,,,,,,
Afghanistan,2021-09-07,,,,,,
Afghanistan,2021-09-08,,,,,,
Afghanistan,2021-09-09,,,,,,
Afghanistan,2021-09-10,,,,,,
Afghanistan,2021-09-11,,,,,,
Afghanistan,2021-09-12,,,,,,
Afghanistan,2021-09-13,,,,,,
Afghanistan,2021-09-14,,,,,,
Afghanistan,2021-09-15,,,,,,
Afghanistan,2021-09-16,,,,,,
Afghanistan,2021-09-17,,,,,,
Afghanistan,2021-09-18,,,,,,
Afghanistan,2021-09-19,,,,,,
Afghanistan,2021-09-20,,,,,,
Afghanistan,2021-09-21,,,,,,
Afghanistan,2021-09-22,,,,,,
Afghanistan,2021-09-23,,,,,,
Afghanistan,2021-09-24,,,,,,
Afghanistan,2021-09-25,,,,,,
Afghanistan,2021-09-26,,,,,,
Afghanistan,2021-09-27,,,,,,
Afghanistan,2021-09-28,,,,,,
Afghanistan,2021-09-29,,,,,,
Afghanistan,2021-09-30,2369625.0,828601.0,,,,39316022.060274000
Afghanistan,2021-10-01,,,,,,
Afghanistan,2021-10-02,,,,,,
Afghanistan,2021-10-03,,,,,,
Afghanistan,2021-10-04,,,,,,
Afghanistan,2021-10-05,,,,,,
Afghanistan,2021-10-06,,,,,,
Afghanistan,2021-10-07,,,,,,
Afghanistan,2021-10-08,,,,,,
Afghanistan,2021-10-09,,,,,,
Afghanistan,2021-10-10,,,,,,
Afghanistan,2021-10-11,,,,,,
Afghanistan,2021-10-12,,,,,,
Afghanistan,2021-10-13,,,,,,
Afghanistan,2021-10-14,,,,,,
Afghanistan,2021-10-15,,,,,,
Afghanistan,2021-10-16,,,,,,
Afghanistan,2021-10-17,,,,,,
Afghanistan,2021-10-18,,,,,,
Afghanistan,2021-10-19,,,,,,
Afghanistan,2021-10-20,,,,,,
Afghanistan,2021-10-21,,,,,,
Afghanistan,2021-10-22,,,,,,
Afghanistan,2021-10-23,,,,,,
Afghanistan,2021-10-24,,,,,,
Afghanistan,2021-10-25,,,,,,
Afghanistan,2021-10-26,,,,,,
Afghanistan,2021-10-27,,,,,,
Afghanistan,2021-10-28,,,,,,
Afghanistan,2021-10-29,,,,,,
Afghanistan,2021-10-30,,,,,,
Afghanistan,2021-10-31,,,,,,
Afghanistan,2021-11-01,,,,,,
Afghanistan,2021-11-02,,,,,,
Afghanistan,2021-11-03,,,,,,
Afghanistan,2021-11-04,,,,,,
Afghanistan,2021-11-05,,,,,,
Afghanistan,2021-11-06,,,,,,
Afghanistan,2021-11-07,,,,,,
Afghanistan,2021-11-08,,,,,,
Afghanistan,2021-11-09,,,,,,
Afghanistan,2021-11-10,,,,,,
Afghanistan,2021-11-11,,,,,,
Afghanistan,2021-11-12,,,,,,
Afghanistan,2021-11-13,,,,,,
Afghanistan,2021-11-14,4018197.0,3530173.0,3188609.0,,,36685764.210958900
Afghanistan,2021-11-15,,,,,,
Afghanistan,2021-11-16,,,,,,
Afghanistan,2021-11-17,,,,,,
Afghanistan,2021-11-18,,,,,,
Afghanistan,2021-11-19,,,,,,
Afghanistan,2021-11-20,,,,,,
Afghanistan,2021-11-21,,,,,,
Afghanistan,2021-11-22,,,,,,
Afghanistan,2021-11-23,,,,,,
Afghanistan,2021-11-24,,,,,,
Afghanistan,2021-11-25,,,,,,
Afghanistan,2021-11-26,,,,,,
Afghanistan,2021-11-27,,,,,,
Afghanistan,2021-11-28,,,,,,
Afghanistan,2021-11-29,,,,,,
Afghanistan,2021-11-30,,,,,,
Afghanistan,2021-12-01,,,,,,
Afghanistan,2021-12-02,,,,,,
Afghanistan,2021-12-03,,,,,,
Afghanistan,2021-12-04,,,,,,
Afghanistan,2021-12-05,,,,,,
Afghanistan,2021-12-06,,,,,,
Afghanistan,2021-12-07,,,,,,
Afghanistan,2021-12-08,,,,,,
Afghanistan,2021-12-09,,,,,,
Afghanistan,2021-12-10,,,,,,
Afghanistan,2021-12-11,,,,,,
Afghanistan,2021-12-12,,,,,,
Afghanistan,2021-12-13,,,,,,
Afghanistan,2021-12-14,,,,,,
Afghanistan,2021-12-15,,,,,,
Afghanistan,2021-12-16,,,,,,
Afghanistan,2021-12-17,,,,,,
Afghanistan,2021-12-18,,,,,,
Afghanistan,2021-12-19,,,,,,
Afghanistan,2021-12-20,,,,,,
Afghanistan,2021-12-21,,,,,,
Afghanistan,2021-12-22,,,,,,
Afghanistan,2021-12-23,,,,,,
Afghanistan,2021-12-24,,,,,,
Afghanistan,2021-12-25,,,,,,
Afghanistan,2021-12-26,,,,,,
Afghanistan,2021-12-27,4674518.0,4142857.0,3753224.0,,,36141224.843835600
Afghanistan,2021-12-28,,,,,,
Afghanistan,2021-12-29,,,,,,
Afghanistan,2021-12-30,,,,,,
Afghanistan,2021-12-31,,,,,,
Afghanistan,2022-01-01,,,,,,
Afghanistan,2022-01-02,,,,,,
Afghanistan,2022-01-03,,,,,,
Afghanistan,2022-01-04,,,,,,
Afghanistan,2022-01-05,,,,,,
Afghanistan,2022-01-06,,,,,,
Afghanistan,2022-01-07,,,,,,
Afghanistan,2022-01-08,,,,,,
Afghanistan,2022-01-09,4903368.0,4358570.0,3809353.0,,,35946113.70958900
Afghanistan,2022-01-10,,,,,,
Afghanistan,2022-01-11,4925111.0,4378818.0,3814837.0,,,35929035.22739730
Afghanistan,2022-01-12,,,,,,
Afghanistan,2022-01-13,4954809.0,4405897.0,3823786.0,,,35905125.74520550
Afghanistan,2022-01-14,,,,,,
Afghanistan,2022-01-15,,,,,,
Afghanistan,2022-01-16,,,,,,
Afghanistan,2022-01-17,4985047.0,4432926.0,3832821.0,,,35884435.78082190
Afghanistan,2022-01-18,,,,,,
Afghanistan,2022-01-19,5004050.0,4450211.0,3836731.0,,,35870320.29863010
Afghanistan,2022-01-20,,,,,,
Afghanistan,2022-01-21,,,,,,
Afghanistan,2022-01-22,,,,,,
Afghanistan,2022-01-23,,,,,,
Afghanistan,2022-01-24,5046054.0,4486527.0,3851307.0,,,35841928.09315070
Afghanistan,2022-01-25,,,,,,
Afghanistan,2022-01-26,5074196.0,4511372.0,3866279.0,,,35820252.610958900
Afghanistan,2022-01-27,5081064.0,4517380.0,3868832.0,,6868.0,35815829.36986300
Afghanistan,2022-01-28,,,,,,
Afghanistan,2022-01-29,,,,,,
Afghanistan,2022-01-30,,,,,,
Afghanistan,2022-01-31,5125146.0,4554648.0,3892831.0,,,35784900.40547950
Afghanistan,2022-02-01,,,,,,
Afghanistan,2022-02-02,5152297.0,4577740.0,3912336.0,,,35764977.923287700
Afghanistan,2022-02-03,,,,,,
Afghanistan,2022-02-04,,,,,,
Afghanistan,2022-02-05,,,,,,
Afghanistan,2022-02-06,,,,,,
Afghanistan,2022-02-07,5216998.0,4634282.0,3959887.0,,,35716359.71780820
Afghanistan,2022-02-08,,,,,,
Afghanistan,2022-02-09,,,,,,
Afghanistan,2022-02-10,,,,,,
Afghanistan,2022-02-11,,,,,,
Afghanistan,2022-02-12,,,,,,
Afghanistan,2022-02-13,,,,,,
Afghanistan,2022-02-14,5321308.0,4723416.0,4043580.0,,,35638319.03013700
Afghanistan,2022-02-15,,,,,,
Afghanistan,2022-02-16,,,,,,
Afghanistan,2022-02-17,,,,,,
Afghanistan,2022-02-18,,,,,,
Afghanistan,2022-02-19,,,,,,
Afghanistan,2022-02-20,5412309.0,4801524.0,4125717.0,,,35569719.583561600
Afghanistan,2022-02-21,,,,,,
Afghanistan,2022-02-22,,,,,,
Afghanistan,2022-02-23,,,,,,
Afghanistan,2022-02-24,,,,,,
Afghanistan,2022-02-25,,,,,,
Afghanistan,2022-02-26,,,,,,
Afghanistan,2022-02-27,5535254.0,4907058.0,4231984.0,,,35475278.895890400
Afghanistan,2022-02-28,,,,,,
Afghanistan,2022-03-01,,,,,,
Afghanistan,2022-03-02,,,,,,
Afghanistan,2022-03-03,,,,,,
Afghanistan,2022-03-04,,,,,,
Afghanistan,2022-03-05,,,,,,
Afghanistan,2022-03-06,5597130.0,4952744.0,4281934.0,,,35440686.20821920
Afghanistan,2022-03-07,,,,,,
Afghanistan,2022-03-08,,,,,,
Afghanistan,2022-03-09,,,,,,
Afghanistan,2022-03-10,,,,,,
Afghanistan,2022-03-11,,,,,,
Afghanistan,2022-03-12,,,,,,
Afghanistan,2022-03-13,,,,,,
Afghanistan,2022-03-14,,,,,,
Afghanistan,2022-03-15,,,,,,
Afghanistan,2022-03-16,,,,,,
Afghanistan,2022-03-17,5731146.0,5066540.0,4402868.0,,,35344322.556164400
Afghanistan,2022-03-18,,,,,,
Afghanistan,2022-03-19,,,,,,
Afghanistan,2022-03-20,,,,,,
Afghanistan,2022-03-21,,,,,,
Afghanistan,2022-03-22,5751015.0,5082824.0,4420127.0,,,35335962.35068490
Afghanistan,2022-03-23,,,,,,
Afghanistan,2022-03-24,,,,,,
Afghanistan,2022-03-25,,,,,,
Afghanistan,2022-03-26,,,,,,
Afghanistan,2022-03-27,,,,,,
Afghanistan,2022-03-28,,,,,,
Afghanistan,2022-03-29,,,,,,
Afghanistan,2022-03-30,,,,,,
Afghanistan,2022-03-31,,,,,,
Afghanistan,2022-04-01,,,,,,
Afghanistan,2022-04-02,,,,,,
Afghanistan,2022-04-03,,,,,,
Afghanistan,2022-04-04,5872684.0,5188057.0,4532577.0,,,35251331.21643840
Afghanistan,2022-04-05,,,,,,
Afghanistan,2022-04-06,,,,,,
Afghanistan,2022-04-07,,,,,,
Afghanistan,2022-04-08,,,,,,
Afghanistan,2022-04-09,,,,,,
Afghanistan,2022-04-10,,,,,,
Afghanistan,2022-04-11,,,,,,
Afghanistan,2022-04-12,,,,,,
Afghanistan,2022-04-13,,,,,,
Afghanistan,2022-04-14,5940400.0,5246981.0,4595506.0,,,35208254.80547950
Afghanistan,2022-04-15,,,,,,
Afghanistan,2022-04-16,,,,,,
Afghanistan,2022-04-17,,,,,,
Afghanistan,2022-04-18,5948889.0,5253929.0,4603187.0,,,35207645.84109590
Afghanistan,2022-04-19,,,,,,
Afghanistan,2022-04-20,,,,,,
Afghanistan,2022-04-21,,,,,,
Afghanistan,2022-04-22,,,,,,
Afghanistan,2022-04-23,,,,,,
Afghanistan,2022-04-24,,,,,,
Afghanistan,2022-04-25,,,,,,
Afghanistan,2022-04-26,5985756.0,5286657.0,4636946.0,0.0,,35187595.912328800
Afghanistan,2022-04-27,5986139.0,5287027.0,4637327.0,,383.0,35188810.67123290
Afghanistan,2022-04-28,,,,,,
Afghanistan,2022-04-29,,,,,,
Afghanistan,2022-04-30,,,,,,
Afghanistan,2022-05-01,,,,,,
Afghanistan,2022-05-02,,,,,,
Afghanistan,2022-05-03,,,,,,
Afghanistan,2022-05-04,,,,,,
Afghanistan,2022-05-05,6021468.0,5318484.0,4668999.0,,,35170031.74246580
Afghanistan,2022-05-06,,,,,,
Afghanistan,2022-05-07,,,,,,
Afghanistan,2022-05-08,6023425.0,5320381.0,4670950.0,,,35172889.019178100
Afghanistan,2022-05-09,,,,,,
Afghanistan,2022-05-10,6029737.0,5326298.0,4676224.0,,,35170141.5369863
Afghanistan,2022-05-11,,,,,,
Afghanistan,2022-05-12,,,,,,
Afghanistan,2022-05-13,,,,,,
Afghanistan,2022-05-14,,,,,,
Afghanistan,2022-05-15,6066579.0,5359930.0,4710456.0,,,35144433.33150690
Afghanistan,2022-05-16,,,,,,
Afghanistan,2022-05-17,,,,,,
Afghanistan,2022-05-18,,,,,,
Afghanistan,2022-05-19,,,,,,
Afghanistan,2022-05-20,,,,,,
Afghanistan,2022-05-21,,,,,,
Afghanistan,2022-05-22,,,,,,
Afghanistan,2022-05-23,6118557.0,5407462.0,4758426.0,,,35109579.402739700
Afghanistan,2022-05-24,,,,,,
Afghanistan,2022-05-25,,,,,,
Afghanistan,2022-05-26,,,,,,
Afghanistan,2022-05-27,,,,,,
Afghanistan,2022-05-28,,,,,,
Afghanistan,2022-05-29,,,,,,
Afghanistan,2022-05-30,,,,,,
Afghanistan,2022-05-31,,,,,,
Afghanistan,2022-06-01,6171652.0,5456919.0,4807917.0,,,35074385.23287670
Afghanistan,2022-06-02,,,,,,
Afghanistan,2022-06-03,,,,,,
Afghanistan,2022-06-04,,,,,,
Afghanistan,2022-06-05,,,,,,
Afghanistan,2022-06-06,,,,,,
Afghanistan,2022-06-07,,,,,,
Afghanistan,2022-06-08,,,,,,
Afghanistan,2022-06-09,,,,,,
Afghanistan,2022-06-10,,,,,,
Afghanistan,2022-06-11,,,,,,
Afghanistan,2022-06-12,,,,,,
Afghanistan,2022-06-13,,,,,,
Afghanistan,2022-06-14,,,,,,
Afghanistan,2022-06-15,6295222.0,5573175.0,4923085.0,,,34980315.857534200
Afghanistan,2022-06-16,,,,,,
Afghanistan,2022-06-17,,,,,,
Afghanistan,2022-06-18,,,,,,
Afghanistan,2022-06-19,,,,,,
Afghanistan,2022-06-20,,,,,,
Afghanistan,2022-06-21,6355931.0,5629522.0,4979930.0,,,34933477.4109589
Afghanistan,2022-06-22,,,,,,
Afghanistan,2022-06-23,,,,,,
Afghanistan,2022-06-24,,,,,,
Afghanistan,2022-06-25,,,,,,
Afghanistan,2022-06-26,,,,,,
Afghanistan,2022-06-27,6408475.0,,,,,
Afghanistan,2022-06-28,,,,,,
Afghanistan,2022-06-29,,,,,,
Afghanistan,2022-06-30,6445359.0,5713284.0,5064430.0,,,34863978.24109590
Afghanistan,2022-07-01,,,,,,
Afghanistan,2022-07-02,,,,,,
Afghanistan,2022-07-03,,,,,,
Afghanistan,2022-07-04,,,,,,
Afghanistan,2022-07-05,,,,,,
Afghanistan,2022-07-06,,,,,,
Afghanistan,2022-07-07,,,,,,
Afghanistan,2022-07-08,,,,,,
Afghanistan,2022-07-09,,,,,,
Afghanistan,2022-07-10,6491111.0,5755294.0,5105618.0,,,34845150.90410960
Afghanistan,2022-07-11,,,,,,
Afghanistan,2022-07-12,,,,,,
Afghanistan,2022-07-13,,,,,,
Afghanistan,2022-07-14,,,,,,
Afghanistan,2022-07-15,,,,,,
Afghanistan,2022-07-16,,,,,,
Afghanistan,2022-07-17,6706843.0,5969406.0,5309804.0,,,34647837.2739726
Afghanistan,2022-07-18,,,,,,
Afghanistan,2022-07-19,7885045.0,7139453.0,6422705.0,,,33482589.80821920
Afghanistan,2022-07-20,,,,,,
Afghanistan,2022-07-21,,,,,,
Afghanistan,2022-07-22,,,,,,
Afghanistan,2022-07-23,,,,,,
Afghanistan,2022-07-24,,,,,,
Afghanistan,2022-07-25,,,,,,
Afghanistan,2022-07-26,,,,,,
Afghanistan,2022-07-27,8040605.0,7294709.0,6571487.0,,,33346531.94520550
Afghanistan,2022-07-28,,,,,,
Afghanistan,2022-07-29,,,,,,
Afghanistan,2022-07-30,,,,,,
Afghanistan,2022-07-31,,,,,,
Afghanistan,2022-08-01,,,,,,
Afghanistan,2022-08-02,,,,,,
Afghanistan,2022-08-03,,,,,,
Afghanistan,2022-08-04,,,,,,
Afghanistan,2022-08-05,,,,,,
Afghanistan,2022-08-06,,,,,,
Afghanistan,2022-08-07,9822860.0,9066437.0,8272846.0,,,31601201.38356160
Afghanistan,2022-08-08,,,,,,
Afghanistan,2022-08-09,,,,,,
Afghanistan,2022-08-10,,,,,,
Afghanistan,2022-08-11,,,,,,
Afghanistan,2022-08-12,,,,,,
Afghanistan,2022-08-13,,,,,,
Afghanistan,2022-08-14,,,,,,
Afghanistan,2022-08-15,11216694.0,10454698.0,9613976.0,,,30232138.52054800
Afghanistan,2022-08-16,,,,,,
Afghanistan,2022-08-17,,,,,,
Afghanistan,2022-08-18,,,,,,
Afghanistan,2022-08-19,,,,,,
Afghanistan,2022-08-20,,,,,,
Afghanistan,2022-08-21,,,,,,
Afghanistan,2022-08-22,11391703.0,10615478.0,9771963.0,,,30088156.89041100
Afghanistan,2022-08-23,,,,,,
Afghanistan,2022-08-24,,,,,,
Afghanistan,2022-08-25,,,,,,
Afghanistan,2022-08-26,,,,,,
Afghanistan,2022-08-27,,,,,,
Afghanistan,2022-08-28,,,,,,
Afghanistan,2022-08-29,,,,,,
Afghanistan,2022-08-30,,,,,,
Afghanistan,2022-08-31,11562525.0,10730669.0,9939590.0,,,29994563.79452060
Afghanistan,2022-09-01,,,,,,
Afghanistan,2022-09-02,,,,,,
Afghanistan,2022-09-03,,,,,,
Afghanistan,2022-09-04,11588893.0,10748257.0,9963368.0,,,29986574.8630137
Afghanistan,2022-09-05,,,,,,
Afghanistan,2022-09-06,,,,,,
Afghanistan,2022-09-07,,,,,,
Afghanistan,2022-09-08,,,,,,
Afghanistan,2022-09-09,,,,,,
Afghanistan,2022-09-10,,,,,,
Afghanistan,2022-09-11,11725188.0,10823299.0,10096068.0,,,29928331.23287670
Afghanistan,2022-09-12,11734635.0,10827184.0,10105500.0,,9447.0,29926846.0
Afghanistan,2022-09-13,,,,,,
Afghanistan,2022-09-14,,,,,,
Afghanistan,2022-09-15,,,,,,
Afghanistan,2022-09-16,,,,,,
Afghanistan,2022-09-17,,,,,,
Afghanistan,2022-09-18,,,,,,
Afghanistan,2022-09-19,11820186.0,10873999.0,10187788.0,,,29896829.36986300
Afghanistan,2022-09-20,,,,,,
Afghanistan,2022-09-21,,,,,,
Afghanistan,2022-09-22,,,,,,
Afghanistan,2022-09-23,,,,,,
Afghanistan,2022-09-24,,,,,,
Afghanistan,2022-09-25,,,,,,
Afghanistan,2022-09-26,11868997.0,10917914.0,10233282.0,,,29869712.73972600
Afghanistan,2022-09-27,,,,,,
Afghanistan,2022-09-28,11881035.0,10929549.0,10245183.0,,,29862877.2739726
Afghanistan,2022-09-29,,,,,,
Afghanistan,2022-09-30,,,,,,
Afghanistan,2022-10-01,,,,,,
Afghanistan,2022-10-02,,,,,,
Afghanistan,2022-10-03,,,,,,
Afghanistan,2022-10-04,11923733.0,10961643.0,10278516.0,,,29845181.87671230
Afghanistan,2022-10-05,,,,,,
Afghanistan,2022-10-06,,,,,,
Afghanistan,2022-10-07,,,,,,
Afghanistan,2022-10-08,,,,,,
Afghanistan,2022-10-09,,,,,,
Afghanistan,2022-10-10,,,,,,
Afghanistan,2022-10-11,11951964.0,10987211.0,10303193.0,,,29836412.24657530
Afghanistan,2022-10-12,,,,,,
Afghanistan,2022-10-13,,,,,,
Afghanistan,2022-10-14,,,,,,
Afghanistan,2022-10-15,,,,,,
Afghanistan,2022-10-16,11977773.0,11012345.0,10328057.0,,,29823277.08219180
Afghanistan,2022-10-17,,,,,,
Afghanistan,2022-10-18,,,,,,
Afghanistan,2022-10-19,,,,,,
Afghanistan,2022-10-20,,,,,,
Afghanistan,2022-10-21,,,,,,
Afghanistan,2022-10-22,,,,,,
Afghanistan,2022-10-23,,,,,,
Afghanistan,2022-10-24,12055358.0,11084618.0,10386823.0,,,29770202.21917810
Afghanistan,2022-10-25,,,,,,
Afghanistan,2022-10-26,,,,,,
Afghanistan,2022-10-27,,,,,,
Afghanistan,2022-10-28,,,,,,
Afghanistan,2022-10-29,,,,,,
Afghanistan,2022-10-30,,,,,,
Afghanistan,2022-10-31,,,,,,
