country,date,total_cases,total_deaths,death_percentage
China,2021-12-29,131548,5699,4.332
China,2021-12-30,131780,5699,4.325
China,2021-12-31,132071,5699,4.315
China,2022-01-01,132301,5699,4.308
China,2022-01-02,132508,5699,4.301
China,2022-01-03,132737,5699,4.293
China,2022-01-04,132901,5699,4.288
China,2022-01-05,133154,5699,4.280
China,2022-01-06,133404,5699,4.272
China,2022-01-07,133656,5699,4.264
China,2022-01-08,133902,5699,4.256
China,2022-01-09,134151,5699,4.248
China,2022-01-10,134399,5699,4.240
China,2022-01-11,134711,5699,4.231
China,2022-01-12,135019,5699,4.221
China,2022-01-13,135299,5700,4.213
China,2022-01-14,135540,5700,4.205
China,2022-01-15,135742,5700,4.199
China,2022-01-16,136027,5700,4.190
China,2022-01-17,136270,5700,4.183
China,2022-01-18,136441,5700,4.178
China,2022-01-19,136576,5700,4.174
China,2022-01-20,136700,5700,4.170
China,2022-01-21,136854,5700,4.165
China,2022-01-22,137064,5700,4.159
China,2022-01-23,137350,5700,4.150
China,2022-01-24,137582,5700,4.143
China,2022-01-25,137757,5700,4.138
China,2022-01-26,138018,5700,4.130
China,2022-01-27,138313,5700,4.121
China,2022-01-28,138551,5700,4.114
China,2022-01-29,138799,5700,4.107
China,2022-01-30,138992,5700,4.101
China,2022-01-31,139205,5700,4.095
China,2022-02-01,139457,5700,4.087
China,2022-02-02,139664,5700,4.081
China,2022-02-03,139891,5700,4.075
China,2022-02-04,140120,5700,4.068
China,2022-02-05,140586,5700,4.054
China,2022-02-06,141049,5700,4.041
China,2022-02-07,141816,5700,4.019
China,2022-02-08,142599,5700,3.997
China,2022-02-09,143843,5702,3.964
China,2022-02-10,145013,5703,3.933
China,2022-02-11,146516,5703,3.892
China,2022-02-12,148157,5706,3.851
China,2022-02-13,149640,5706,3.813
China,2022-02-14,151845,5708,3.759
China,2022-02-15,153610,5712,3.719
China,2022-02-16,158051,5715,3.616
China,2022-02-17,164322,5726,3.485
China,2022-02-18,168155,5747,3.418
China,2022-02-19,174486,5764,3.303
China,2022-02-20,180767,5776,3.195
China,2022-02-21,188487,5788,3.071
China,2022-02-22,194947,5824,2.987
China,2022-02-23,203863,5873,2.881
China,2022-02-24,212966,5913,2.776
China,2022-02-25,251129,5986,2.384
China,2022-02-26,274833,6066,2.207
China,2022-02-27,301154,6148,2.041
China,2022-02-28,335876,6233,1.856
China,2022-03-01,368741,6479,1.757
China,2022-03-02,424358,6657,1.569
China,2022-03-03,481550,6855,1.424
China,2022-03-04,534418,7043,1.318
China,2022-03-05,572356,7263,1.269
China,2022-03-06,603734,7496,1.242
China,2022-03-07,629238,7776,1.236
China,2022-03-08,658103,8067,1.226
China,2022-03-09,684699,8358,1.221
China,2022-03-10,709726,8639,1.217
China,2022-03-11,729284,8933,1.225
China,2022-03-12,747072,9218,1.234
China,2022-03-13,761907,9482,1.245
China,2022-03-14,777624,9768,1.256
China,2022-03-15,791571,10057,1.271
China,2022-03-16,807432,10336,1.280
China,2022-03-17,818612,10625,1.298
China,2022-03-18,828881,10890,1.314
China,2022-03-19,838272,11139,1.329
China,2022-03-20,846296,11387,1.346
China,2022-03-21,853254,11610,1.361
China,2022-03-22,860306,11855,1.378
China,2022-03-23,866707,12060,1.391
China,2022-03-24,873944,12261,1.403
China,2022-03-25,879993,12453,1.415
China,2022-03-26,885234,12592,1.422
China,2022-03-27,890267,12743,1.431
China,2022-03-28,894914,12911,1.443
China,2022-03-29,899803,13062,1.452
China,2022-03-30,904798,13197,1.459
China,2022-03-31,909723,13316,1.464
China,2022-04-01,914831,13436,1.469
China,2022-04-02,919026,13552,1.475
China,2022-04-03,922543,13663,1.481
China,2022-04-04,925640,13753,1.486
China,2022-04-05,928994,13840,1.490
China,2022-04-06,932165,13951,1.497
China,2022-04-07,935640,14048,1.501
China,2022-04-08,938719,14134,1.506
China,2022-04-09,941545,14197,1.508
China,2022-04-10,944191,14262,1.510
China,2022-04-11,946791,14319,1.512
China,2022-04-12,949659,14378,1.514
China,2022-04-13,954346,14440,1.513
China,2022-04-14,959392,14494,1.511
China,2022-04-15,965042,14561,1.509
China,2022-04-16,970368,14602,1.505
China,2022-04-17,974858,14634,1.501
China,2022-04-18,979966,14661,1.496
China,2022-04-19,984769,14687,1.491
China,2022-04-20,990420,14705,1.485
China,2022-04-21,995928,14742,1.480
China,2022-04-22,1003057,14769,1.472
China,2022-04-23,1009091,14817,1.468
China,2022-04-24,1017161,14881,1.463
China,2022-04-25,1024544,14951,1.459
China,2022-04-26,1032905,15006,1.453
China,2022-04-27,1043544,15063,1.443
China,2022-04-28,1060926,15122,1.425
China,2022-04-29,1074853,15182,1.412
China,2022-04-30,1091080,15233,1.396
China,2022-05-01,1109144,15273,1.377
China,2022-05-02,1127501,15301,1.357
China,2022-05-03,1151123,15329,1.332
China,2022-05-04,1179973,15350,1.301
China,2022-05-05,1210601,15372,1.270
China,2022-05-06,1247141,15406,1.235
China,2022-05-07,1292048,15425,1.194
China,2022-05-08,1336865,15450,1.156
China,2022-05-09,1377637,15469,1.123
China,2022-05-10,1428843,15493,1.084
China,2022-05-11,1486396,15509,1.043
China,2022-05-12,1552277,15529,1.000
China,2022-05-13,1617603,15574,0.963
China,2022-05-14,1681949,15618,0.929
China,2022-05-15,1750942,15642,0.893
China,2022-05-16,1812953,15672,0.864
China,2022-05-17,1878918,15713,0.836
China,2022-05-18,1963655,15759,0.803
China,2022-05-19,2054311,15819,0.770
China,2022-05-20,2140374,15873,0.742
China,2022-05-21,2225239,15935,0.716
China,2022-05-22,2304993,15989,0.694
China,2022-05-23,2371470,16030,0.676
China,2022-05-24,2454083,16072,0.655
China,2022-05-25,2543690,16151,0.635
China,2022-05-26,2625810,16258,0.619
China,2022-05-27,2720563,16385,0.602
China,2022-05-28,2801606,16513,0.589
China,2022-05-29,2878333,16658,0.579
China,2022-05-30,2938534,16769,0.571
China,2022-05-31,3019343,16859,0.558
China,2022-06-01,3107768,17127,0.551
China,2022-06-02,3184902,17271,0.542
China,2022-06-03,3261688,17423,0.534
China,2022-06-04,3330038,17551,0.527
China,2022-06-05,3392302,17702,0.522
China,2022-06-06,3445556,17829,0.517
China,2022-06-07,3528728,17988,0.510
China,2022-06-08,3609157,18200,0.504
China,2022-06-09,3682501,18413,0.500
China,2022-06-10,3751164,18624,0.496
China,2022-06-11,3831184,18787,0.490
China,2022-06-12,3882284,18896,0.487
China,2022-06-13,3927743,19020,0.484
China,2022-06-14,3994394,19164,0.480
China,2022-06-15,4063864,19332,0.476
China,2022-06-16,4127625,19486,0.472
China,2022-06-17,4183367,19668,0.470
China,2022-06-18,4237585,19842,0.468
China,2022-06-19,4288753,19987,0.466
China,2022-06-20,4324935,20102,0.465
China,2022-06-21,4381874,20274,0.463
China,2022-06-22,4434825,20441,0.461
China,2022-06-23,4483878,20593,0.459
China,2022-06-24,4530391,20744,0.458
China,2022-06-25,4571511,20878,0.457
China,2022-06-26,4611936,20969,0.455
China,2022-06-27,4641273,21073,0.454
China,2022-06-28,4686285,21158,0.451
China,2022-06-29,4729420,21278,0.450
China,2022-06-30,4769367,21400,0.449
China,2022-07-01,4806192,21499,0.447
China,2022-07-02,4841957,21499,0.444
China,2022-07-03,4841957,21658,0.447
China,2022-07-04,4875284,21761,0.446
China,2022-07-05,4898960,21857,0.446
China,2022-07-06,4936074,21963,0.445
China,2022-07-07,4971936,22097,0.444
China,2022-07-08,5004630,22191,0.443
China,2022-07-09,5036358,22264,0.442
China,2022-07-10,5065872,22367,0.442
China,2022-07-11,5095227,22429,0.440
China,2022-07-12,5115727,22481,0.439
China,2022-07-13,5148396,22575,0.438
China,2022-07-14,5179978,22694,0.438
China,2022-07-15,5209337,22767,0.437
China,2022-07-16,5236372,22844,0.436
China,2022-07-17,5263427,22895,0.435
China,2022-07-18,5289394,22936,0.434
China,2022-07-19,5309031,22994,0.433
China,2022-07-20,5337750,23072,0.432
China,2022-07-21,5366802,23164,0.432
China,2022-07-22,5393940,23224,0.431
China,2022-07-23,5419849,23297,0.430
China,2022-07-24,5444117,23353,0.429
China,2022-07-25,5467735,23396,0.428
China,2022-07-26,5486631,23434,0.427
China,2022-07-27,5513669,23501,0.426
China,2022-07-28,5541424,23563,0.425
China,2022-07-29,5567513,23627,0.424
China,2022-07-30,5592798,23662,0.423
China,2022-07-31,5616120,23704,0.422
China,2022-08-01,5639015,23746,0.421
China,2022-08-02,5657382,23782,0.420
China,2022-08-03,5682661,23841,0.420
China,2022-08-04,5708590,23899,0.419
China,2022-08-05,5733705,23899,0.417
China,2022-08-06,5757507,24001,0.417
China,2022-08-07,5779460,24034,0.416
China,2022-08-08,5803503,24055,0.414
China,2022-08-09,5820914,24084,0.414
China,2022-08-10,5846661,24129,0.413
China,2022-08-11,5873062,24164,0.411
China,2022-08-12,5898144,24207,0.410
China,2022-08-13,5922255,24232,0.409
China,2022-08-14,5946156,24258,0.408
China,2022-08-15,5969737,24285,0.407
China,2022-08-16,5987840,24322,0.406
China,2022-08-17,6013573,24361,0.405
China,2022-08-18,6041443,24401,0.404
China,2022-08-19,6067867,24442,0.403
China,2022-08-20,6093623,24471,0.402
China,2022-08-21,6118580,24499,0.400
China,2022-08-22,6143831,24525,0.399
China,2022-08-23,6163524,24557,0.398
China,2022-08-24,6192692,24603,0.397
China,2022-08-25,6224719,24655,0.396
China,2022-08-26,6255524,24699,0.395
China,2022-08-27,6284888,24740,0.394
China,2022-08-28,6313044,24766,0.392
China,2022-08-29,6343253,24806,0.391
China,2022-08-30,6366770,24836,0.390
China,2022-08-31,6401474,24883,0.389
China,2022-09-01,6439671,24927,0.387
China,2022-09-02,6477468,24976,0.386
China,2022-09-03,6514732,25019,0.384
China,2022-09-04,6551088,25058,0.383
China,2022-09-05,6588871,25088,0.381
China,2022-09-06,6616059,25130,0.380
China,2022-09-07,6655686,25171,0.378
China,2022-09-08,6700253,25237,0.377
China,2022-09-09,6738670,25275,0.375
China,2022-09-10,6775925,25315,0.374
China,2022-09-11,6814376,25354,0.372
China,2022-09-12,6849052,25381,0.371
China,2022-09-13,6876842,25428,0.370
China,2022-09-14,6926153,25491,0.368
China,2022-09-15,6978242,25553,0.366
China,2022-09-16,7026344,25635,0.365
China,2022-09-17,7070401,25671,0.363
China,2022-09-18,7112069,25712,0.362
China,2022-09-19,7153632,25744,0.360
China,2022-09-20,7183798,25792,0.359
China,2022-09-21,7230110,25868,0.358
China,2022-09-22,7278835,26074,0.358
China,2022-09-23,7323095,26132,0.357
China,2022-09-24,7364715,26176,0.355
China,2022-09-25,7404545,26244,0.354
China,2022-09-26,7444969,26278,0.353
China,2022-09-27,7475093,26330,0.352
China,2022-09-28,7522177,26388,0.351
China,2022-09-29,7572186,26446,0.349
China,2022-09-30,7618476,26500,0.348
China,2022-10-01,7663334,26568,0.347
China,2022-10-02,7707637,26609,0.345
China,2022-10-03,7752231,26648,0.344
China,2022-10-04,7787091,26706,0.343
China,2022-10-05,7838015,26769,0.342
China,2022-10-06,7894502,26823,0.340
China,2022-10-07,7942654,26912,0.339
China,2022-10-08,7995278,26977,0.337
China,2022-10-09,8041467,27044,0.336
China,2022-10-10,8087917,27089,0.335
China,2022-10-11,8122024,27135,0.334
China,2022-10-12,8165181,27172,0.333
China,2022-10-13,8219630,27259,0.332
China,2022-10-14,8274992,27343,0.330
China,2022-10-15,8325134,27413,0.329
China,2022-10-16,8370377,27471,0.328
China,2022-10-17,8413945,27511,0.327
China,2022-10-18,8444723,27565,0.326
China,2022-10-19,8491313,27666,0.326
China,2022-10-20,8537743,27753,0.325
China,2022-10-21,8578991,27812,0.324
China,2022-10-22,8617960,27881,0.324
China,2022-10-23,8655725,27950,0.323
China,2022-10-24,8692973,28002,0.322
China,2022-10-25,8721254,28061,0.322
China,2022-10-26,8762326,28153,0.321
China,2022-10-27,8804700,28217,0.320
China,2022-10-28,8842495,28301,0.320
China,2022-10-29,8879285,28389,0.320
China,2022-10-30,8913719,28460,0.319
China,2022-10-31,8947475,28518,0.319
China,2022-11-01,8972195,28579,0.319
China,2022-11-02,9008370,28670,0.318
China,2022-11-03,9040528,28755,0.318
China,2022-11-04,9075899,28840,0.318
China,2022-11-05,9105052,28900,0.317
China,2022-11-06,9132821,28939,0.317
China,2022-11-07,9159106,28958,0.316
China,2022-11-08,9178128,29037,0.316
China,2022-11-09,9205734,29112,0.316
China,2022-11-10,9233530,29184,0.316
China,2022-11-11,9258687,29250,0.316
China,2022-11-12,9282033,29320,0.316
China,2022-11-13,9304566,29370,0.316
China,2022-11-14,9326758,29426,0.316
China,2022-11-15,9346760,29503,0.316
China,2022-11-16,9368621,29592,0.316
China,2022-11-17,9395793,29657,0.316
China,2022-11-18,9420476,29726,0.316
China,2022-11-19,9442670,29784,0.315
China,2022-11-20,9463379,29838,0.315
China,2022-11-21,9483961,29889,0.315
China,2022-11-22,9500046,29901,0.315
China,2022-11-23,9523005,30010,0.315
China,2022-11-24,9547264,30082,0.315
China,2022-11-25,9568798,30121,0.315
China,2022-11-26,9588606,30166,0.315
China,2022-11-27,9607584,30192,0.314
China,2022-11-28,9626706,30205,0.314
China,2022-11-29,9643012,30320,0.314
China,2022-11-30,9666674,30388,0.314
China,2022-12-01,9691103,30428,0.314
China,2022-12-02,9713510,30480,0.314
China,2022-12-03,9734058,30525,0.314
China,2022-12-04,9753725,30567,0.313
China,2022-12-05,9773625,30605,0.313
China,2022-12-06,9791454,30653,0.313
China,2022-12-07,9814887,30717,0.313
China,2022-12-08,9839546,30884,0.314
China,2022-12-09,9862129,31053,0.315
China,2022-12-10,10325600,31244,0.303
China,2022-12-11,10871623,31438,0.289
China,2022-12-12,11619517,31627,0.272
China,2022-12-13,12515619,31837,0.254
China,2022-12-14,13545806,32050,0.237
China,2022-12-15,14765741,32277,0.219
China,2022-12-16,16555511,32536,0.197
China,2022-12-17,18855980,32831,0.174
China,2022-12-18,21970173,33146,0.151
China,2022-12-19,26039022,33506,0.129
China,2022-12-20,31141979,33960,0.109
China,2022-12-21,37047291,34588,0.093
China,2022-12-22,43481939,35424,0.081
China,2022-12-23,50447985,36318,0.072
China,2022-12-24,56775786,37626,0.066
China,2022-12-25,62445650,38995,0.062
China,2022-12-26,67213922,40389,0.060
China,2022-12-27,71676403,41805,0.058
China,2022-12-28,76033175,43650,0.057
China,2022-12-29,79566547,45888,0.058
China,2022-12-30,82495770,48738,0.059
China,2022-12-31,84925042,52544,0.062
China,2023-01-01,87090526,56888,0.065
China,2023-01-02,88697147,61077,0.069
China,2023-01-03,89979614,65509,0.073
China,2023-01-04,91344022,69879,0.077
China,2023-01-05,92594601,69879,0.075
China,2023-01-06,93586490,69879,0.075
China,2023-01-07,94449740,69879,0.074
China,2023-01-08,95152288,69879,0.073
China,2023-01-09,95679937,69879,0.073
China,2023-01-10,96087638,69879,0.073
China,2023-01-11,96494147,69879,0.072
China,2023-01-12,96803945,69879,0.072
China,2023-01-13,97080949,69879,0.072
China,2023-01-14,97313450,69879,0.072
China,2023-01-15,97513859,69879,0.072
China,2023-01-16,97655370,69879,0.072
China,2023-01-17,97770942,69879,0.071
China,2023-01-18,97905546,69879,0.071
China,2023-01-19,98013209,69879,0.071
China,2023-01-20,98106457,69879,0.071
China,2023-01-21,98191636,69879,0.071
China,2023-01-22,98269042,69879,0.071
China,2023-01-23,98313709,69879,0.071
China,2023-01-24,98340016,69879,0.071
China,2023-01-25,98355332,69879,0.071
China,2023-01-26,98374960,69879,0.071
China,2023-01-27,98391852,69879,0.071
China,2023-01-28,98416655,69879,0.071
China,2023-01-29,98444584,69879,0.071
China,2023-01-30,98472389,69879,0.071
China,2023-01-31,98472389,69879,0.071
China,2023-02-01,98527660,113926,0.116
China,2023-02-02,98527660,113926,0.116
China,2023-02-03,98560415,117399,0.119
China,2023-02-04,98613355,117486,0.119
China,2023-02-05,98637553,117566,0.119
China,2023-02-06,98660943,117634,0.119
China,2023-02-07,98677861,117687,0.119
China,2023-02-08,98701534,117743,0.119
China,2023-02-09,98726090,118706,0.120
China,2023-02-10,98747282,118776,0.120
China,2023-02-11,98766911,118867,0.120
China,2023-02-12,98785727,118926,0.120
China,2023-02-13,98798626,118984,0.120
China,2023-02-14,98815983,119023,0.120
China,2023-02-15,98836681,119092,0.120
China,2023-02-16,98856754,119253,0.121
China,2023-02-17,98873697,119253,0.121
China,2023-02-18,98873697,119260,0.121
China,2023-02-19,98904475,119463,0.121
China,2023-02-20,98920493,119510,0.121
China,2023-02-21,98932674,119556,0.121
China,2023-02-22,98950057,119620,0.121
China,2023-02-23,98966666,119664,0.121
China,2023-02-24,98981193,119664,0.121
China,2023-02-25,98981193,119664,0.121
China,2023-02-26,98982145,119821,0.121
China,2023-02-27,99022291,119865,0.121
China,2023-02-28,99030128,119911,0.121
China,2023-03-01,99040344,119941,0.121
China,2023-03-02,99052660,119976,0.121
China,2023-03-03,99066838,119976,0.121
China,2023-03-04,99066838,120120,0.121
China,2023-03-05,99066935,120181,0.121
China,2023-03-06,99102478,120227,0.121
China,2023-03-07,99109605,120261,0.121
China,2023-03-08,99120684,120301,0.121
China,2023-03-09,99131776,120351,0.121
China,2023-03-10,99141410,120351,0.121
China,2023-03-11,99141410,120453,0.121
China,2023-03-12,99159203,120510,0.122
China,2023-03-13,99168326,120548,0.122
China,2023-03-14,99174923,120576,0.122
China,2023-03-15,99185057,120619,0.122
China,2023-03-16,99195290,120656,0.122
China,2023-03-17,99204384,120656,0.122
China,2023-03-18,99204384,120732,0.122
China,2023-03-19,99224504,120775,0.122
China,2023-03-20,99229371,120775,0.122
China,2023-03-21,99234950,120824,0.122
China,2023-03-22,99237640,120853,0.122
China,2023-03-23,99237936,120893,0.122
China,2023-03-24,99238045,120893,0.122
China,2023-03-25,99238045,120894,0.122
China,2023-03-26,99238106,120894,0.122
China,2023-03-27,99238760,120895,0.122
China,2023-03-28,99238799,120895,0.122
China,2023-03-29,99238850,120896,0.122
China,2023-03-30,99238917,120896,0.122
China,2023-03-31,99238978,120896,0.122
China,2023-04-01,99238978,120896,0.122
China,2023-04-02,99239166,120897,0.122
China,2023-04-03,99239840,120897,0.122
China,2023-04-04,99239919,120897,0.122
China,2023-04-05,99240024,120897,0.122
China,2023-04-06,99240024,120897,0.122
China,2023-04-07,99240024,120897,0.122
China,2023-04-08,99240024,120903,0.122
China,2023-04-09,99240394,120905,0.122
China,2023-04-10,99241089,120906,0.122
China,2023-04-11,99241184,120906,0.122
China,2023-04-12,99241309,120908,0.122
China,2023-04-13,99241487,120909,0.122
China,2023-04-14,99241683,120909,0.122
China,2023-04-15,99241683,120910,0.122
China,2023-04-16,99242093,120912,0.122
China,2023-04-17,99242916,120915,0.122
China,2023-04-18,99243112,120916,0.122
China,2023-04-19,99243330,120917,0.122
China,2023-04-20,99243564,120918,0.122
China,2023-04-21,99243791,120918,0.122
China,2023-04-22,99243791,120922,0.122
China,2023-04-23,99244299,120923,0.122
China,2023-04-24,99245265,120934,0.122
China,2023-04-25,99245524,120937,0.122
China,2023-04-26,99245860,120940,0.122
China,2023-04-27,99246233,120943,0.122
China,2023-04-28,99246622,120943,0.122
China,2023-04-29,99246622,120958,0.122
China,2023-04-30,99247381,120961,0.122
China,2023-05-01,99248583,120963,0.122
China,2023-05-02,99248915,120965,0.122
China,2023-05-03,99249303,120977,0.122
China,2023-05-04,99249738,120984,0.122
China,2023-05-05,99250200,120984,0.122
China,2023-05-06,99250200,121004,0.122
China,2023-05-07,99251117,121015,0.122
China,2023-05-08,99252425,121017,0.122
China,2023-05-09,99252845,121026,0.122
China,2023-05-10,99253333,121036,0.122
China,2023-05-11,99253916,121048,0.122
China,2023-05-12,99254488,121048,0.122
China,2023-05-13,99254494,121068,0.122
China,2023-05-14,99255557,121073,0.122
China,2023-05-15,99256991,121078,0.122
China,2023-05-16,99257461,121087,0.122
China,2023-05-17,99257953,121101,0.122
China,2023-05-18,99258438,121113,0.122
China,2023-05-19,99258917,121113,0.122
China,2023-05-20,99258917,121135,0.122
China,2023-05-21,99259994,121144,0.122
China,2023-05-22,99261809,121154,0.122
China,2023-05-23,99262276,121167,0.122
China,2023-05-24,99262831,121182,0.122
China,2023-05-25,99264054,121280,0.122
China,2023-05-26,99265295,121280,0.122
China,2023-05-27,99265295,121218,0.122
China,2023-05-28,99266460,121235,0.122
China,2023-05-29,99268660,121235,0.122
China,2023-05-30,99269511,121235,0.122
China,2023-05-31,99269511,121236,0.122
China,2023-06-01,99270031,121236,0.122
China,2023-06-02,99270707,121236,0.122
China,2023-06-03,99271124,121236,0.122
China,2023-06-04,99271490,121236,0.122
China,2023-06-05,99273265,121236,0.122
China,2023-06-06,99273417,121236,0.122
China,2023-06-07,99273828,121236,0.122
China,2023-06-08,99274555,121236,0.122
China,2023-06-09,99274769,121236,0.122
China,2023-06-10,99275219,121236,0.122
China,2023-06-11,99278446,121390,0.122
China,2023-06-12,99280250,121390,0.122
China,2023-06-13,99280328,121390,0.122
China,2023-06-14,99280573,121390,0.122
China,2023-06-15,99280732,121390,0.122
China,2023-06-16,99280965,121390,0.122
China,2023-06-17,99281135,121390,0.122
China,2023-06-18,99283001,121390,0.122
China,2023-06-19,99284794,121391,0.122
China,2023-06-20,99284861,121391,0.122
China,2023-06-21,99285063,121391,0.122
China,2023-06-22,99285222,121391,0.122
China,2023-06-23,99285338,121391,0.122
China,2023-06-24,99285398,121465,0.122
China,2023-06-25,99285438,121465,0.122
China,2023-06-26,99288713,121465,0.122
China,2023-06-27,99288760,121465,0.122
China,2023-06-28,99288937,121465,0.122
China,2023-06-29,99289052,121465,0.122
China,2023-06-30,99289156,121465,0.122
China,2023-07-01,99289237,121465,0.122
China,2023-07-02,99289316,121490,0.122
China,2023-07-03,99291899,121490,0.122
China,2023-07-04,99292023,121490,0.122
China,2023-07-05,99292023,121490,0.122
China,2023-07-06,99292023,121490,0.122
China,2023-07-07,99292023,121490,0.122
China,2023-07-08,99292023,121490,0.122
China,2023-07-09,99292049,121515,0.122
China,2023-07-10,99294509,121515,0.122
China,2023-07-11,99294537,121515,0.122
China,2023-07-12,99294648,121515,0.122
China,2023-07-13,99294715,121515,0.122
China,2023-07-14,99294715,121515,0.122
China,2023-07-15,99294715,121515,0.122
China,2023-07-16,99294715,121536,0.122
China,2023-07-17,99296659,121536,0.122
China,2023-07-18,99296680,121536,0.122
China,2023-07-19,99296698,121536,0.122
China,2023-07-20,99296778,121536,0.122
China,2023-07-21,99296839,121536,0.122
China,2023-07-22,99297160,121536,0.122
China,2023-07-23,99297160,121536,0.122
China,2023-07-24,99298804,121536,0.122
China,2023-07-25,99298804,121536,0.122
China,2023-07-26,99298804,121536,0.122
China,2023-07-27,99298804,121536,0.122
China,2023-07-28,99298804,121536,0.122
China,2023-07-29,99299134,121536,0.122
China,2023-07-30,99299701,121536,0.122
China,2023-07-31,99300370,121563,0.122
China,2023-08-01,99300370,121563,0.122
China,2023-08-02,99300370,121628,0.122
China,2023-08-03,99300370,121628,0.122
China,2023-08-04,99300370,121628,0.122
China,2023-08-05,99300764,121628,0.122
China,2023-08-06,99301655,121647,0.123
China,2023-08-07,99302207,121647,0.123
China,2023-08-08,99302207,121647,0.123
China,2023-08-09,99302207,121647,0.123
China,2023-08-10,99302207,121647,0.123
China,2023-08-11,99302207,121647,0.123
China,2023-08-12,99302619,121647,0.123
China,2023-08-13,99302619,121671,0.123
China,2023-08-14,99303467,121671,0.123
China,2023-08-15,99303467,121671,0.123
China,2023-08-16,99303467,121671,0.123
China,2023-08-17,99303467,121671,0.123
China,2023-08-18,99303467,121671,0.123
China,2023-08-19,99304082,121671,0.123
China,2023-08-20,99304082,121671,0.123
China,2023-08-21,99304984,121671,0.123
China,2023-08-22,99304984,121671,0.123
China,2023-08-23,99304984,121671,0.123
China,2023-08-24,99304984,121671,0.123
China,2023-08-25,99304984,121671,0.123
China,2023-08-26,99305669,121671,0.123
China,2023-08-27,99305669,121679,0.123
China,2023-08-28,99306613,121679,0.123
China,2023-08-29,99306613,121679,0.123
China,2023-08-30,99306613,121679,0.123
China,2023-08-31,99306613,121679,0.123
China,2023-09-01,99306613,121679,0.123
China,2023-09-02,99307316,121679,0.123
China,2023-09-03,99307316,121679,0.123
China,2023-09-04,99308250,121679,0.123
China,2023-09-05,99308250,121679,0.123
China,2023-09-06,99308250,121679,0.123
China,2023-09-07,99308250,121679,0.123
China,2023-09-08,99308250,121679,0.123
China,2023-09-09,99308843,121679,0.123
China,2023-09-10,99308843,121702,0.123
China,2023-09-11,99309868,121702,0.123
China,2023-09-12,99309868,121702,0.123
China,2023-09-13,99309868,121702,0.123
China,2023-09-14,99309868,121702,0.123
China,2023-09-15,99309868,121702,0.123
China,2023-09-16,99309868,121702,0.123
China,2023-09-17,99309868,121714,0.123
China,2023-09-18,99310257,121714,0.123
China,2023-09-19,99310257,121714,0.123
China,2023-09-20,99310257,121714,0.123
China,2023-09-21,99310257,121714,0.123
China,2023-09-22,99311020,121714,0.123
China,2023-09-23,99311020,121714,0.123
China,2023-09-24,99311020,121722,0.123
China,2023-09-25,99311978,121722,0.123
China,2023-09-26,99311978,121722,0.123
China,2023-09-27,99311978,121722,0.123
China,2023-09-28,99312649,121722,0.123
China,2023-09-29,99313571,121722,0.123
China,2023-09-30,99313571,121722,0.123
China,2023-10-01,99313571,121722,0.123
China,2023-10-02,99313800,121787,0.123
China,2023-10-03,99313800,121787,0.123
China,2023-10-04,99313800,121787,0.123
China,2023-10-05,99314630,121787,0.123
China,2023-10-06,99315126,121787,0.123
China,2023-10-07,99315126,121787,0.123
China,2023-10-08,99315126,121797,0.123
China,2023-10-09,99315390,121797,0.123
China,2023-10-10,99315390,121797,0.123
China,2023-10-11,99315390,121797,0.123
China,2023-10-12,99316111,121797,0.123
China,2023-10-13,99316498,121797,0.123
China,2023-10-14,99316498,121797,0.123
China,2023-10-15,99316498,121809,0.123
China,2023-10-16,99316803,121809,0.123
China,2023-10-17,99316803,121809,0.123
China,2023-10-18,99316803,121809,0.123
China,2023-10-19,99317284,121809,0.123
China,2023-10-20,99317568,121809,0.123
China,2023-10-21,99317568,121809,0.123
China,2023-10-22,99317568,121823,0.123
China,2023-10-23,99317857,121823,0.123
China,2023-10-24,99317857,121823,0.123
China,2023-10-25,99317857,121823,0.123
China,2023-10-26,99318200,121823,0.123
China,2023-10-27,99318373,121823,0.123
China,2023-10-28,99318373,121823,0.123
China,2023-10-29,99318373,121835,0.123
China,2023-10-30,99318598,121835,0.123
China,2023-10-31,99318598,121835,0.123
China,2023-11-01,99318598,121835,0.123
China,2023-11-02,99318863,121859,0.123
China,2023-11-03,99319009,121859,0.123
China,2023-11-04,99319009,121859,0.123
China,2023-11-05,99319009,121867,0.123
China,2023-11-06,99319257,121867,0.123
China,2023-11-07,99319257,121867,0.123
China,2023-11-08,99319257,121867,0.123
China,2023-11-09,99319455,121867,0.123
China,2023-11-10,99319568,121867,0.123
China,2023-11-11,99319568,121867,0.123
China,2023-11-12,99319568,121873,0.123
China,2023-11-13,99319802,121873,0.123
China,2023-11-14,99319802,121873,0.123
China,2023-11-15,99319802,121873,0.123
China,2023-11-16,99319961,121873,0.123
China,2023-11-17,99320035,121873,0.123
China,2023-11-18,99320035,121873,0.123
China,2023-11-19,99320035,121874,0.123
China,2023-11-20,99320253,121874,0.123
China,2023-11-21,99320253,121874,0.123
China,2023-11-22,99320253,121874,0.123
China,2023-11-23,99320378,121874,0.123
China,2023-11-24,99320425,121874,0.123
China,2023-11-25,99320425,121874,0.123
China,2023-11-26,99320425,121877,0.123
China,2023-11-27,99320655,121877,0.123
China,2023-11-28,99320655,121877,0.123
China,2023-11-29,99320655,121877,0.123
China,2023-11-30,99320792,121877,0.123
China,2023-12-01,99320845,121877,0.123
China,2023-12-02,99320845,121885,0.123
