country,date,total_cases,total_deaths,death_percentage
China,2023-12-03,99320845,121886,0.123
China,2023-12-04,99321117,121886,0.123
China,2023-12-05,99321117,121886,0.123
China,2023-12-06,99321117,121886,0.123
China,2023-12-07,99321201,121886,0.123
China,2023-12-08,99321242,121886,0.123
China,2023-12-09,99321242,121886,0.123
China,2023-12-10,99321242,121888,0.123
China,2023-12-11,99321473,121888,0.123
China,2023-12-12,99321473,121888,0.123
China,2023-12-13,99321473,121888,0.123
China,2023-12-14,99321578,121888,0.123
China,2023-12-15,99321637,121888,0.123
China,2023-12-16,99321637,121888,0.123
China,2023-12-17,99321637,121888,0.123
China,2023-12-18,99321898,121888,0.123
China,2023-12-19,99321898,121888,0.123
China,2023-12-20,99321898,121888,0.123
China,2023-12-21,99322073,121888,0.123
China,2023-12-22,99322142,121888,0.123
China,2023-12-23,99322142,121888,0.123
China,2023-12-24,99322142,121889,0.123
China,2023-12-25,99322427,121889,0.123
China,2023-12-26,99322427,121889,0.123
China,2023-12-27,99322427,121889,0.123
China,2023-12-28,99322648,121889,0.123
China,2023-12-29,99322727,121889,0.123
China,2023-12-30,99322727,121889,0.123
China,2023-12-31,99322727,121893,0.123
China,2024-01-01,99323131,121904,0.123
China,2024-01-02,99323131,121904,0.123
China,2024-01-03,99323131,121904,0.123
China,2024-01-04,99323566,121904,0.123
China,2024-01-05,99323756,121904,0.123
China,2024-01-06,99323756,121904,0.123
China,2024-01-07,99323756,121938,0.123
China,2024-01-08,99324195,121938,0.123
China,2024-01-09,99324195,121938,0.123
China,2024-01-10,99324195,121938,0.123
China,2024-01-11,99324880,121938,0.123
China,2024-01-12,99325108,121938,0.123
China,2024-01-13,99325108,121908,0.123
China,2024-01-14,99325108,121916,0.123
China,2024-01-15,99325605,121916,0.123
China,2024-01-16,99325605,121916,0.123
China,2024-01-17,99325605,121916,0.123
China,2024-01-18,99326122,121916,0.123
China,2024-01-19,99326423,121916,0.123
China,2024-01-20,99326423,121916,0.123
China,2024-01-21,99326423,121921,0.123
China,2024-01-22,99327045,121921,0.123
China,2024-01-23,99327045,121921,0.123
China,2024-01-24,99327045,121921,0.123
China,2024-01-25,99327500,121921,0.123
China,2024-01-26,99327754,121921,0.123
China,2024-01-27,99327754,121921,0.123
China,2024-01-28,99327754,121933,0.123
China,2024-01-29,99328306,121933,0.123
China,2024-01-30,99328306,121933,0.123
China,2024-01-31,99328306,121933,0.123
China,2024-02-01,99328812,121936,0.123
China,2024-02-02,99329249,121936,0.123
China,2024-02-03,99329249,121936,0.123
China,2024-02-04,99329249,121946,0.123
China,2024-02-05,99329850,121946,0.123
China,2024-02-06,99329850,121946,0.123
China,2024-02-07,99329850,121946,0.123
China,2024-02-08,99330516,121946,0.123
China,2024-02-09,99330516,121946,0.123
China,2024-02-10,99330516,121946,0.123
China,2024-02-11,99330516,121956,0.123
China,2024-02-12,99330985,121956,0.123
China,2024-02-13,99330985,121956,0.123
China,2024-02-14,99330985,121956,0.123
China,2024-02-15,99331724,121956,0.123
China,2024-02-16,99331724,121956,0.123
China,2024-02-17,99331724,121956,0.123
China,2024-02-18,99331724,121976,0.123
China,2024-02-19,99332342,121976,0.123
China,2024-02-20,99332342,121976,0.123
China,2024-02-21,99332342,121976,0.123
China,2024-02-22,99333655,121976,0.123
China,2024-02-23,99334752,121976,0.123
China,2024-02-24,99334752,121976,0.123
China,2024-02-25,99334752,121993,0.123
China,2024-02-26,99335433,121993,0.123
China,2024-02-27,99335433,121993,0.123
China,2024-02-28,99335433,121993,0.123
China,2024-02-29,99336751,121993,0.123
China,2024-03-01,99336751,122019,0.123
China,2024-03-02,99336751,122019,0.123
China,2024-03-03,99336751,122034,0.123
China,2024-03-04,99337284,122034,0.123
China,2024-03-05,99337284,122034,0.123
China,2024-03-06,99337284,122034,0.123
China,2024-03-07,99338589,122034,0.123
China,2024-03-08,99339769,122034,0.123
China,2024-03-09,99339769,122034,0.123
China,2024-03-10,99339769,122050,0.123
China,2024-03-11,99340235,122050,0.123
China,2024-03-12,99340235,122050,0.123
China,2024-03-13,99340235,122050,0.123
China,2024-03-14,99341700,122050,0.123
China,2024-03-15,99343195,122050,0.123
China,2024-03-16,99343195,122050,0.123
China,2024-03-17,99343195,122050,0.123
China,2024-03-18,99343604,122050,0.123
China,2024-03-19,99343604,122050,0.123
China,2024-03-20,99343604,122050,0.123
China,2024-03-21,99344855,122082,0.123
China,2024-03-22,99345680,122082,0.123
China,2024-03-23,99345680,122082,0.123
China,2024-03-24,99345680,122106,0.123
China,2024-03-25,99345981,122106,0.123
China,2024-03-26,99345981,122106,0.123
China,2024-03-27,99345981,122106,0.123
China,2024-03-28,99346932,122106,0.123
China,2024-03-29,99347448,122106,0.123
China,2024-03-30,99347448,122106,0.123
China,2024-03-31,99347448,122125,0.123
China,2024-04-01,99347739,122125,0.123
China,2024-04-02,99347739,122125,0.123
China,2024-04-03,99347739,122125,0.123
China,2024-04-04,99348446,122125,0.123
China,2024-04-05,99348816,122125,0.123
China,2024-04-06,99348816,122125,0.123
China,2024-04-07,99348816,122143,0.123
China,2024-04-08,99349037,122143,0.123
China,2024-04-09,99349037,122143,0.123
China,2024-04-10,99349037,122143,0.123
China,2024-04-11,99349743,122143,0.123
China,2024-04-12,99350327,122143,0.123
China,2024-04-13,99350327,122143,0.123
China,2024-04-14,99350327,122153,0.123
China,2024-04-15,99350519,122153,0.123
China,2024-04-16,99350519,122153,0.123
China,2024-04-17,99350519,122153,0.123
China,2024-04-18,99351344,122153,0.123
China,2024-04-19,99351758,122153,0.123
China,2024-04-20,99351758,122153,0.123
China,2024-04-21,99351758,122170,0.123
China,2024-04-22,99351939,122170,0.123
China,2024-04-23,99351939,122170,0.123
China,2024-04-24,99351939,122170,0.123
China,2024-04-25,99352760,122170,0.123
China,2024-04-26,99353161,122170,0.123
China,2024-04-27,99353161,122170,0.123
China,2024-04-28,99353161,122176,0.123
China,2024-04-29,99353356,122176,0.123
China,2024-04-30,99353356,122176,0.123
China,2024-05-01,99353356,122190,0.123
China,2024-05-02,99354275,122190,0.123
China,2024-05-03,99354727,122190,0.123
China,2024-05-04,99354727,122190,0.123
China,2024-05-05,99354727,122196,0.123
China,2024-05-06,99354942,122196,0.123
China,2024-05-07,99354942,122196,0.123
China,2024-05-08,99354942,122196,0.123
China,2024-05-09,99355853,122196,0.123
China,2024-05-10,99356481,122196,0.123
China,2024-05-11,99356481,122196,0.123
China,2024-05-12,99356481,122201,0.123
China,2024-05-13,99356723,122201,0.123
China,2024-05-14,99356723,122201,0.123
China,2024-05-15,99356723,122201,0.123
China,2024-05-16,99357512,122201,0.123
China,2024-05-17,99357895,122201,0.123
China,2024-05-18,99357895,122201,0.123
China,2024-05-19,99357895,122215,0.123
China,2024-05-20,99358118,122215,0.123
China,2024-05-21,99358118,122215,0.123
China,2024-05-22,99358118,122215,0.123
China,2024-05-23,99358719,122215,0.123
China,2024-05-24,99359003,122215,0.123
China,2024-05-25,99359003,122215,0.123
China,2024-05-26,99359003,122225,0.123
China,2024-05-27,99359249,122225,0.123
China,2024-05-28,99359249,122225,0.123
China,2024-05-29,99359249,122225,0.123
China,2024-05-30,99359574,122225,0.123
China,2024-05-31,99359802,122225,0.123
China,2024-06-01,99359802,122233,0.123
China,2024-06-02,99359802,122243,0.123
China,2024-06-03,99360069,122243,0.123
China,2024-06-04,99360069,122243,0.123
China,2024-06-05,99360069,122243,0.123
China,2024-06-06,99360358,122243,0.123
China,2024-06-07,99360533,122243,0.123
China,2024-06-08,99360533,122243,0.123
China,2024-06-09,99360533,122248,0.123
China,2024-06-10,99360889,122248,0.123
China,2024-06-11,99360889,122248,0.123
China,2024-06-12,99360889,122248,0.123
China,2024-06-13,99361115,122248,0.123
China,2024-06-14,99361338,122248,0.123
China,2024-06-15,99361338,122248,0.123
China,2024-06-16,99361338,122254,0.123
China,2024-06-17,99361826,122254,0.123
China,2024-06-18,99361826,122254,0.123
China,2024-06-19,99361826,122254,0.123
China,2024-06-20,99362067,122254,0.123
China,2024-06-21,99362248,122254,0.123
China,2024-06-22,99362248,122254,0.123
China,2024-06-23,99362248,122257,0.123
China,2024-06-24,99362961,122257,0.123
China,2024-06-25,99362961,122257,0.123
China,2024-06-26,99362961,122257,0.123
China,2024-06-27,99363260,122257,0.123
China,2024-06-28,99363491,122257,0.123
China,2024-06-29,99363491,122257,0.123
China,2024-06-30,99363491,122261,0.123
China,2024-07-01,99364438,122266,0.123
China,2024-07-02,99364438,122266,0.123
China,2024-07-03,99364438,122266,0.123
China,2024-07-04,99364831,122266,0.123
China,2024-07-05,99365162,122266,0.123
China,2024-07-06,99365162,122266,0.123
China,2024-07-07,99365162,122271,0.123
China,2024-07-08,99366140,122271,0.123
China,2024-07-09,99366140,122271,0.123
China,2024-07-10,99366140,122271,0.123
China,2024-07-11,99366694,122271,0.123
China,2024-07-12,99367041,122271,0.123
China,2024-07-13,99367041,122271,0.123
China,2024-07-14,99367041,122273,0.123
China,2024-07-15,99367970,122273,0.123
China,2024-07-16,99367970,122273,0.123
China,2024-07-17,99367970,122273,0.123
China,2024-07-18,99368563,122273,0.123
China,2024-07-19,99369029,122273,0.123
China,2024-07-20,99369029,122273,0.123
China,2024-07-21,99369029,122280,0.123
China,2024-07-22,99369831,122280,0.123
China,2024-07-23,99369831,122280,0.123
China,2024-07-24,99369831,122280,0.123
China,2024-07-25,99370527,122280,0.123
China,2024-07-26,99371132,122280,0.123
China,2024-07-27,99371132,122280,0.123
China,2024-07-28,99371132,122289,0.123
China,2024-07-29,99371784,122289,0.123
China,2024-07-30,99371784,122289,0.123
China,2024-07-31,99371784,122289,0.123
China,2024-08-01,99372558,122291,0.123
China,2024-08-02,99373219,122291,0.123
China,2024-08-03,99373219,122291,0.123
China,2024-08-04,99373219,122304,0.123
China,2024-08-05,99373718,122304,0.123
China,2024-08-06,99373718,122304,0.123
China,2024-08-07,99373718,122304,0.123
China,2024-08-08,99374495,122304,0.123
China,2024-08-09,99375079,122304,0.123
China,2024-08-10,99375079,122304,0.123
China,2024-08-11,99375447,122309,0.123
China,2024-08-12,99375447,122309,0.123
China,2024-08-13,99375447,122309,0.123
China,2024-08-14,99375447,122309,0.123
China,2024-08-15,99376008,122309,0.123
China,2024-08-16,99376519,122309,0.123
China,2024-08-17,99376519,122309,0.123
China,2024-08-18,99376823,122319,0.123
China,2024-08-19,99376823,122319,0.123
China,2024-08-20,99376823,122319,0.123
China,2024-08-21,99376823,122319,0.123
China,2024-08-22,99377266,122319,0.123
China,2024-08-23,99377733,122319,0.123
China,2024-08-24,99377733,122319,0.123
China,2024-08-25,99377976,122323,0.123
China,2024-08-26,99377976,122323,0.123
China,2024-08-27,99377976,122323,0.123
China,2024-08-28,99377976,122323,0.123
China,2024-08-29,99378367,122323,0.123
China,2024-08-30,99378367,122323,0.123
China,2024-08-31,99378822,122323,0.123
China,2024-09-01,99379039,122344,0.123
China,2024-09-02,99379039,122344,0.123
China,2024-09-03,99379039,122344,0.123
China,2024-09-04,99379039,122344,0.123
China,2024-09-05,99379340,122344,0.123
China,2024-09-06,99379340,122344,0.123
China,2024-09-07,99379702,122344,0.123
China,2024-09-08,99379706,122351,0.123
China,2024-09-09,99379706,122351,0.123
China,2024-09-10,99379706,122351,0.123
China,2024-09-11,99379706,122351,0.123
China,2024-09-12,99379936,122351,0.123
China,2024-09-13,99380194,122351,0.123
China,2024-09-14,99380194,122351,0.123
China,2024-09-15,99380194,122352,0.123
China,2024-09-16,99380194,122352,0.123
China,2024-09-17,99380194,122352,0.123
China,2024-09-18,99380194,122352,0.123
China,2024-09-19,99380363,122352,0.123
China,2024-09-20,99380363,122352,0.123
China,2024-09-21,99380363,122352,0.123
China,2024-09-22,99380363,122358,0.123
China,2024-09-23,99380363,122358,0.123
China,2024-09-24,99380363,122358,0.123
China,2024-09-25,99380363,122358,0.123
China,2024-09-26,99380507,122358,0.123
China,2024-09-27,99380642,122358,0.123
China,2024-09-28,99380642,122358,0.123
China,2024-09-29,99380642,122360,0.123
China,2024-09-30,99380642,122360,0.123
China,2024-10-01,99380642,122366,0.123
China,2024-10-02,99380642,122366,0.123
China,2024-10-03,99380748,122366,0.123
China,2024-10-04,99380834,122366,0.123
China,2024-10-05,99380834,122366,0.123
China,2024-10-06,99380834,122367,0.123
China,2024-10-07,99380834,122367,0.123
China,2024-10-08,99380834,122367,0.123
China,2024-10-09,99380834,122367,0.123
China,2024-10-10,99380900,122367,0.123
China,2024-10-11,99380900,122367,0.123
China,2024-10-12,99380900,122367,0.123
China,2024-10-13,99380901,122367,0.123
China,2024-10-14,99380901,122367,0.123
China,2024-10-15,99380901,122367,0.123
China,2024-10-16,99380901,122367,0.123
China,2024-10-17,99380952,122367,0.123
China,2024-10-18,99381000,122367,0.123
China,2024-10-19,99381000,122367,0.123
China,2024-10-20,99381002,122367,0.123
China,2024-10-21,99381002,122367,0.123
China,2024-10-22,99381002,122367,0.123
China,2024-10-23,99381036,122367,0.123
China,2024-10-24,99381036,122367,0.123
China,2024-10-25,99381078,122367,0.123
China,2024-10-26,99381078,122367,0.123
China,2024-10-27,99381078,122367,0.123
China,2024-10-28,99381078,122367,0.123
China,2024-10-29,99381078,122367,0.123
China,2024-10-30,99381078,122367,0.123
China,2024-10-31,99381078,122367,0.123
China,2024-11-01,99381151,122373,0.123
China,2024-11-02,99381151,122373,0.123
China,2024-11-03,99381151,122374,0.123
China,2024-11-04,99381151,122374,0.123
China,2024-11-05,99381151,122374,0.123
China,2024-11-06,99381151,122374,0.123
China,2024-11-07,99381172,122374,0.123
China,2024-11-08,99381189,122374,0.123
China,2024-11-09,99381189,122374,0.123
China,2024-11-10,99381189,122375,0.123
China,2024-11-11,99381189,122375,0.123
China,2024-11-12,99381189,122375,0.123
China,2024-11-13,99381189,122375,0.123
China,2024-11-14,99381216,122375,0.123
China,2024-11-15,99381233,122375,0.123
China,2024-11-16,99381233,122375,0.123
China,2024-11-17,99381233,122377,0.123
China,2024-11-18,99381233,122377,0.123
China,2024-11-19,99381233,122377,0.123
China,2024-11-20,99381233,122377,0.123
China,2024-11-21,99381255,122377,0.123
China,2024-11-22,99381255,122377,0.123
China,2024-11-23,99381255,122377,0.123
China,2024-11-24,99381255,122377,0.123
China,2024-11-25,99381255,122377,0.123
China,2024-11-26,99381255,122377,0.123
China,2024-11-27,99381255,122377,0.123
China,2024-11-28,99381285,122377,0.123
China,2024-11-29,99381302,122377,0.123
China,2024-11-30,99381302,122377,0.123
China,2024-12-01,99381302,122388,0.123
China,2024-12-02,99381302,122388,0.123
China,2024-12-03,99381302,122388,0.123
China,2024-12-04,99381330,122388,0.123
China,2024-12-05,99381330,122388,0.123
China,2024-12-06,99381370,122388,0.123
China,2024-12-07,99381370,122388,0.123
China,2024-12-08,99381370,122388,0.123
China,2024-12-09,99381370,122388,0.123
China,2024-12-10,99381370,122388,0.123
China,2024-12-11,99381370,122388,0.123
China,2024-12-12,99381404,122388,0.123
China,2024-12-13,99381428,122388,0.123
China,2024-12-14,99381428,122388,0.123
China,2024-12-15,99381428,122389,0.123
China,2024-12-16,99381428,122389,0.123
China,2024-12-17,99381428,122389,0.123
China,2024-12-18,99381470,122389,0.123
China,2024-12-19,99381470,122389,0.123
China,2024-12-20,99381523,122389,0.123
China,2024-12-21,99381523,122389,0.123
China,2024-12-22,99381523,122389,0.123
China,2024-12-23,99381523,122389,0.123
China,2024-12-24,99381523,122389,0.123
China,2024-12-25,99381555,122389,0.123
China,2024-12-26,99381555,122389,0.123
China,2024-12-27,99381579,122389,0.123
China,2024-12-28,99381579,122389,0.123
China,2024-12-29,99381579,122391,0.123
China,2024-12-30,99381579,122391,0.123
China,2024-12-31,99381579,122391,0.123
China,2025-01-01,99381579,122398,0.123
China,2025-01-02,99381641,122398,0.123
China,2025-01-03,99381672,122398,0.123
China,2025-01-04,99381672,122398,0.123
China,2025-01-05,99381672,122398,0.123
China,2025-01-06,99381672,122398,0.123
China,2025-01-07,99381672,122398,0.123
China,2025-01-08,99381672,122398,0.123
China,2025-01-09,99381724,122398,0.123
China,2025-01-10,99381761,122398,0.123
China,2025-01-11,99381761,122398,0.123
China,2025-01-12,99381761,122398,0.123
China,2025-01-13,99381761,122398,0.123
China,2025-01-14,99381761,122398,0.123
China,2025-01-15,99381761,122398,0.123
China,2025-01-16,99381761,122398,0.123
China,2025-01-17,99381761,122398,0.123
China,2025-01-18,99381761,122398,0.123
China,2025-01-19,99381761,122398,0.123
China,2025-01-20,99381761,122398,0.123
China,2025-01-21,99381761,122398,0.123
China,2025-01-22,99381761,122398,0.123
China,2025-01-23,99381761,122398,0.123
China,2025-01-24,99381761,122398,0.123
China,2025-01-25,99381761,122398,0.123
China,2025-01-26,99381761,122398,0.123
China,2025-01-27,99381761,122398,0.123
China,2025-01-28,99381761,122398,0.123
China,2025-01-29,99381761,122398,0.123
China,2025-01-30,99381761,122398,0.123
China,2025-01-31,99381761,122398,0.123
China,2025-02-01,99381761,122398,0.123
China,2025-02-02,99381761,122398,0.123
China,2025-02-03,99381761,122398,0.123
China,2025-02-04,99381761,122398,0.123
China,2025-02-05,99381761,122398,0.123
China,2025-02-06,99381761,122398,0.123
China,2025-02-07,99381761,122398,0.123
China,2025-02-08,99381761,122398,0.123
China,2025-02-09,99381761,122398,0.123
China,2025-02-10,99381761,122398,0.123
China,2025-02-11,99381761,122398,0.123
China,2025-02-12,99381761,122398,0.123
China,2025-02-13,99381761,122398,0.123
China,2025-02-14,99381761,122398,0.123
China,2025-02-15,99381761,122398,0.123
China,2025-02-16,99381761,122398,0.123
China,2025-02-17,99381761,122398,0.123
China,2025-02-18,99381761,122398,0.123
China,2025-02-19,99381761,122398,0.123
China,2025-02-20,99381761,122398,0.123
China,2025-02-21,99381761,122398,0.123
China,2025-02-22,99381761,122398,0.123
China,2025-02-23,99381761,122398,0.123
China,2025-02-24,99381761,122398,0.123
China,2025-02-25,99381761,122398,0.123
China,2025-02-26,99381761,122398,0.123
China,2025-02-27,99381761,122398,0.123
China,2025-02-28,99381761,122398,0.123
China,2025-03-01,99381761,122398,0.123
China,2025-03-02,99381761,122398,0.123
China,2025-03-03,99381761,122398,0.123
China,2025-03-04,99381761,122398,0.123
China,2025-03-05,99381761,122398,0.123
China,2025-03-06,99381761,122398,0.123
China,2025-03-07,99381761,122398,0.123
China,2025-03-08,99381761,122398,0.123
China,2025-03-09,99381761,122398,0.123
China,2025-03-10,99381761,122398,0.123
China,2025-03-11,99381761,122398,0.123
China,2025-03-12,99381761,122398,0.123
China,2025-03-13,99381761,122398,0.123
China,2025-03-14,99381761,122398,0.123
China,2025-03-15,99381761,122398,0.123
China,2025-03-16,99381761,122398,0.123
China,2025-03-17,99381761,122398,0.123
China,2025-03-18,99381761,122398,0.123
China,2025-03-19,99381761,122398,0.123
China,2025-03-20,99381761,122398,0.123
China,2025-03-21,99381761,122398,0.123
China,2025-03-22,99381761,122398,0.123
China,2025-03-23,99381761,122398,0.123
China,2025-03-24,99381761,122398,0.123
China,2025-03-25,99381761,122398,0.123
China,2025-03-26,99381761,122398,0.123
China,2025-03-27,99381761,122398,0.123
China,2025-03-28,99381761,122398,0.123
China,2025-03-29,99381761,122398,0.123
China,2025-03-30,99381761,122398,0.123
China,2025-03-31,99381761,122398,0.123
China,2025-04-01,99381761,122398,0.123
China,2025-04-02,99381761,122398,0.123
China,2025-04-03,99381761,122398,0.123
China,2025-04-04,99381761,122398,0.123
China,2025-04-05,99381761,122398,0.123
China,2025-04-06,99381761,122398,0.123
China,2025-04-07,99381761,122398,0.123
China,2025-04-08,99381761,122398,0.123
China,2025-04-09,99381761,122398,0.123
China,2025-04-10,99381761,122398,0.123
China,2025-04-11,99381761,122398,0.123
China,2025-04-12,99381761,122398,0.123
China,2025-04-13,99381761,122398,0.123
China,2025-04-14,99381761,122398,0.123
China,2025-04-15,99381761,122398,0.123
China,2025-04-16,99381761,122398,0.123
China,2025-04-17,99381761,122398,0.123
China,2025-04-18,99381761,122398,0.123
China,2025-04-19,99381761,122398,0.123
China,2025-04-20,99381761,122398,0.123
China,2025-04-21,99381761,122398,0.123
China,2025-04-22,99381761,122398,0.123
China,2025-04-23,99381761,122398,0.123
China,2025-04-24,99381761,122398,0.123
China,2025-04-25,99381761,122398,0.123
China,2025-04-26,99381761,122398,0.123
China,2025-04-27,99381761,122398,0.123
China,2025-04-28,99381761,122398,0.123
China,2025-04-29,99381761,122398,0.123
China,2025-04-30,99381761,122398,0.123
China,2025-05-01,99381761,122398,0.123
China,2025-05-02,99381761,122398,0.123
China,2025-05-03,99381761,122398,0.123
China,2025-05-04,99381761,122398,0.123
China,2025-05-05,99381761,122398,0.123
China,2025-05-06,99381761,122398,0.123
China,2025-05-07,99381761,122398,0.123
China,2025-05-08,99381761,122398,0.123
China,2025-05-09,99381761,122398,0.123
China,2025-05-10,99381761,122398,0.123
China,2025-05-11,99381761,122398,0.123
China,2025-05-12,99381761,122398,0.123
China,2025-05-13,99381761,122398,0.123
China,2025-05-14,99381761,122398,0.123
China,2025-05-15,99381761,122398,0.123
China,2025-05-16,99381761,122398,0.123
China,2025-05-17,99381761,122398,0.123
China,2025-05-18,99381761,122398,0.123
China,2025-05-19,99381761,122398,0.123
China,2025-05-20,99381761,122398,0.123
China,2025-05-21,99381761,122398,0.123
China,2025-05-22,99381761,122398,0.123
China,2025-05-23,99381761,122398,0.123
China,2025-05-24,99381761,122398,0.123
China,2025-05-25,99381761,122398,0.123
China,2025-05-26,99381761,122398,0.123
China,2025-05-27,99381761,122398,0.123
China,2025-05-28,99381761,122398,0.123
China,2025-05-29,99381761,122398,0.123
China,2025-05-30,99381761,122398,0.123
China,2025-05-31,99381761,122398,0.123
China,2025-06-01,99381761,122398,0.123
China,2025-06-02,99381761,122398,0.123
China,2025-06-03,99381761,122398,0.123
China,2025-06-04,99381761,122398,0.123
China,2025-06-05,99381761,122398,0.123
China,2025-06-06,99381761,122398,0.123
China,2025-06-07,99381761,122398,0.123
China,2025-06-08,99381761,122398,0.123
China,2025-06-09,99381761,122398,0.123
China,2025-06-10,99381761,122398,0.123
China,2025-06-11,99381761,122398,0.123
China,2025-06-12,99381761,122398,0.123
China,2025-06-13,99381761,122398,0.123
China,2025-06-14,99381761,122398,0.123
China,2025-06-15,99381761,122398,0.123
China,2025-06-16,99381761,122398,0.123
China,2025-06-17,99381761,122398,0.123
China,2025-06-18,99381761,122398,0.123
China,2025-06-19,99381761,122398,0.123
China,2025-06-20,99381761,122398,0.123
China,2025-06-21,99381761,122398,0.123
China,2025-06-22,99381761,122398,0.123
China,2025-06-23,99381761,122398,0.123
China,2025-06-24,99381761,122398,0.123
China,2025-06-25,99381761,122398,0.123
China,2025-06-26,99381761,122398,0.123
China,2025-06-27,99381761,122398,0.123
China,2025-06-28,99381761,122398,0.123
China,2025-06-29,99381761,122398,0.123
China,2025-06-30,99381761,122398,0.123
China,2025-07-01,99381761,122398,0.123
China,2025-07-02,99381761,122398,0.123
China,2025-07-03,99381761,122398,0.123
China,2025-07-04,99381761,122398,0.123
China,2025-07-05,99381761,122398,0.123
China,2025-07-06,99381761,122398,0.123
China,2025-07-07,99381761,122398,0.123
China,2025-07-08,99381761,122398,0.123
China,2025-07-09,99381761,122398,0.123
China,2025-07-10,99381761,122398,0.123
China,2025-07-11,99381761,122398,0.123
China,2025-07-12,99381761,122398,0.123
China,2025-07-13,99381761,122398,0.123
China,2025-07-14,99381761,122398,0.123
China,2025-07-15,99381761,122398,0.123
China,2025-07-16,99381761,122398,0.123
China,2025-07-17,99381761,122398,0.123
China,2025-07-18,99381761,122398,0.123
China,2025-07-19,99381761,122398,0.123
China,2025-07-20,99381761,122398,0.123
China,2025-07-21,99381761,122398,0.123
China,2025-07-22,99381761,122398,0.123
China,2025-07-23,99381761,122398,0.123
China,2025-07-24,99381761,122398,0.123
China,2025-07-25,99381761,122398,0.123
China,2025-07-26,99381761,122398,0.123
China,2025-07-27,99381761,122398,0.123
China,2025-07-28,99381761,122398,0.123
China,2025-07-29,99381761,122398,0.123
China,2025-07-30,99381761,122398,0.123
China,2025-07-31,99381761,122398,0.123
China,2025-08-01,99381761,122398,0.123
China,2025-08-02,99381761,122398,0.123
China,2025-08-03,99381761,122398,0.123
China,2025-08-04,99381761,122398,0.123
China,2025-08-05,99381761,122398,0.123
China,2025-08-06,99381761,122398,0.123
China,2025-08-07,99381761,122398,0.123
China,2025-08-08,99381761,122398,0.123
China,2025-08-09,99381761,122398,0.123
China,2025-08-10,99381761,122398,0.123
China,2025-08-11,99381761,122398,0.123
China,2025-08-12,99381761,122398,0.123
China,2025-08-13,99381761,122398,0.123
China,2025-08-14,99381761,122398,0.123
China,2025-08-15,99381761,122398,0.123
China,2025-08-16,99381761,122398,0.123
China,2025-08-17,99381761,122398,0.123
China,2025-08-18,99381761,122398,0.123
China,2025-08-19,99381761,122398,0.123
China,2025-08-20,99381761,122398,0.123
China,2025-08-21,99381761,122398,0.123
China,2025-08-22,99381761,122398,0.123
China,2025-08-23,99381761,122398,0.123
China,2025-08-24,99381761,122398,0.123
China,2025-08-25,99381761,122398,0.123
China,2025-08-26,99381761,122398,0.123
China,2025-08-27,99381761,122398,0.123
China,2025-08-28,99381761,122398,0.123
China,2025-08-29,99381761,122398,0.123
China,2025-08-30,99381761,122398,0.123
China,2025-08-31,99381761,122398,0.123
China,2025-09-01,99381761,122398,0.123
China,2025-09-02,99381761,122398,0.123
China,2025-09-03,99381761,122398,0.123
China,2025-09-04,99381761,122398,0.123
China,2025-09-05,99381761,122398,0.123
China,2025-09-06,99381761,122398,0.123
China,2025-09-07,99381761,122398,0.123
China,2025-09-08,99381761,122398,0.123
China,2025-09-09,99381761,122398,0.123
China,2025-09-10,99381761,122398,0.123
China,2025-09-11,99381761,122398,0.123
China,2025-09-12,99381761,122398,0.123
China,2025-09-13,99381761,122398,0.123
China,2025-09-14,99381761,122398,0.123
China,2025-09-15,99381761,122398,0.123
China,2025-09-16,99381761,122398,0.123
China,2025-09-17,99381761,122398,0.123
China,2025-09-18,99381761,122398,0.123
China,2025-09-19,99381761,122398,0.123
China,2025-09-20,99381761,122398,0.123
China,2025-09-21,99381761,122398,0.123
China,2025-09-22,99381761,122398,0.123
China,2025-09-23,99381761,122398,0.123
China,2025-09-24,99381761,122398,0.123
China,2025-09-25,99381761,122398,0.123
China,2025-09-26,99381761,122398,0.123
China,2025-09-27,99381761,122398,0.123
China,2025-09-28,99381761,122398,0.123
China,2025-09-29,99381761,122398,0.123
China,2025-09-30,99381761,122398,0.123
China,2025-10-01,99381761,122398,0.123
China,2025-10-02,99381761,122398,0.123
China,2025-10-03,99381761,122398,0.123
China,2025-10-04,99381761,122398,0.123
China,2025-10-05,99381761,122398,0.123
China,2025-10-06,99381761,122398,0.123
China,2025-10-07,99381761,122398,0.123
China,2025-10-08,99381761,122398,0.123
China,2025-10-09,99381761,122398,0.123
China,2025-10-10,99381761,122398,0.123
China,2025-10-11,99381761,122398,0.123
China,2025-10-12,99381761,122398,0.123
China,2025-10-13,99381761,122398,0.123
China,2025-10-14,99381761,122398,0.123
China,2025-10-15,99381761,122398,0.123
China,2025-10-16,99381761,122398,0.123
China,2025-10-17,99381761,122398,0.123
China,2025-10-18,99381761,122398,0.123
China,2025-10-19,99381761,122398,0.123
China,2025-10-20,99381761,122398,0.123
China,2025-10-21,99381761,122398,0.123
China,2025-10-22,99381761,122398,0.123
China,2025-10-23,99381761,122398,0.123
China,2025-10-24,99381761,122398,0.123
China,2025-10-25,99381761,122398,0.123
China,2025-10-26,99381761,122398,0.123
China,2025-10-27,99381761,122398,0.123
China,2025-10-28,99381761,122398,0.123
China,2025-10-29,99381761,122398,0.123
China,2025-10-30,99381761,122398,0.123
